path,name_ar,kind,account_manager,vendor,description,description_ar,stage,target_date,target,ADT,Medication Prescribe V1,Medication Prescribe V2,Medication Dispense V1,Medication Dispense V2,Radiology Order,Radiology Report,Lab Order,Lab Results,Clinical Notes
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Two > Pharmacies > Ghaim Hospital Pharmacy,,Organization,nasser,Demo Vendor Beta,5-counter hospital pharmacy serving the eastern catchment. Scope not agreed yet; the first scoping session is being arranged.,,,,,,,,planned,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Two > Pharmacies > Shurooq Hospital Pharmacy,صيدلية شروق للمستشفيات,Organization,nasser,Demo Vendor Zeta,5-counter hospital pharmacy serving the northern catchment. Kickoff done and the technical contacts are named on both sides.,منشأة بـ 5 نوافذ صرف تخدم النطاق الشمالي. عُقد اجتماع الانطلاق مع المورد.,Kickoff,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Two > Pharmacies > Zumurrud Hospital Pharmacy,,Organization,nasser,Demo Vendor Gamma,,,,,,,planned,,planned,testing,,,,planned,planned
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Two > Pharmacies > Rawnaq Hospital Pharmacy,,Organization,nasser,Demo Vendor Alpha,,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Two > Pharmacies > Nada Pharmacy,صيدلية ندى,Organization,nasser,Demo Vendor Gamma,,,Integrating & Testing,,,,,,testing,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Two > Pharmacies > Utarid Community Pharmacy,صيدلية عطارد المجتمعية,Organization,nasser,Demo Vendor Beta,"2-counter community pharmacy serving the eastern catchment. Contracted, with no integration work scheduled.",منشأة بـ 2 نوافذ صرف تخدم النطاق الشرقي. تم التعاقد ولم تُجدول أعمال التكامل.,,,,,planned,,planned,planned,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Two > Pharmacies > Salsabeel Pharmacy,صيدلية سلسبيل,Organization,nasser,,11-counter pharmacy serving the southern catchment. Kickoff done and the technical contacts are named on both sides. The clinical team has asked for a second training round before the next capability is switched on.,منشأة بـ 11 نوافذ صرف تخدم النطاق الجنوبي. عُقد اجتماع الانطلاق مع المورد.,Kickoff,,,,planned,planned,planned,planned,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Two > Pharmacies > Ghaf Pharmacy,,Organization,nasser,Demo Vendor Delta,9-counter pharmacy serving the western catchment. Testing is complete on the first two capabilities and continuing on the rest.,,UAT,2026-11-10,,,testing,testing,testing,live,,,testing,testing,testing
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Two > Pharmacies > Zahwa Hospital Pharmacy,,Organization,nasser,Demo Vendor Delta,"2-counter hospital pharmacy serving the coastal catchment. Build under way, held up on the identity feed.",,Integrating & Testing,2027-03-27,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Two > Pharmacies > Kafoor Hospital Pharmacy,صيدلية كافور للمستشفيات,Organization,nasser,Demo Vendor Alpha,,,Integrating & Testing,,,testing,testing,testing,testing,planned,,,testing,testing,planned
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Two > Pharmacies > Dhikra Pharmacy,صيدلية ذكرى,Organization,nasser,Demo Vendor Epsilon,12-counter pharmacy serving the northern catchment. On the list for this year; no work has started.,منشأة بـ 12 نوافذ صرف تخدم النطاق الشمالي. متفق على التأهيل ولم يبدأ العمل.,Not started,,,,,,planned,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Two > Pharmacies > Rabee Community Pharmacy,صيدلية ربيع المجتمعية,Organization,nasser,Demo Vendor Beta,,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Two > Pharmacies > Rajaa Community Pharmacy,,Organization,nasser,Demo Vendor Zeta,"11-counter community pharmacy serving the coastal catchment. Message mapping is in progress; the first end-to-end call has been made. The vendor has one engineer allocated, which is what sets the pace here.",,Integrating & Testing,,,,planned,planned,testing,testing,planned,,,testing,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three,محفظة الحسابات الثالثة,,,,79 organizations with no account manager assigned yet.,79 منشأة لم يُعيَّن لها مدير حساب بعد.,,2027-04-30,30,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Hospitals,المستشفيات,,,,19 hospitals in account book three.,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Hospitals > Arak Community Hospital,مستشفى أراك المجتمعي,Organization,,,,,Kickoff,,,testing,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Hospitals > Sadeem Specialist Hospital,مستشفى سديم التخصصي,Organization,,Demo Vendor Alpha,50-bed specialist hospital serving the southern catchment. Interfaces are being built against the sandbox.,منشأة بسعة 50 سريراً تخدم النطاق الجنوبي. ربط الرسائل قيد التنفيذ.,Integrating & Testing,2027-01-17,,testing,,,,,,,testing,,testing
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Hospitals > Aseel Maternity Hospital,مستشفى أصيل للولادة,Organization,,Demo Vendor Alpha,,,Live,,,live,live,live,live,live,live,live,live,live,live
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Hospitals > Najma Maternity Hospital,,Organization,,Demo Vendor Alpha,55-bed maternity hospital serving the eastern catchment. Recorded for completeness while the onboarding order is decided.,,,,,planned,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Hospitals > Yaqoot General Hospital,مستشفى ياقوت العام,Organization,,,386-bed general hospital serving the southern catchment. Kickoff held with the vendor; the interface catalogue is being confirmed.,منشأة بسعة 386 سريراً تخدم النطاق الجنوبي. عُقد اجتماع الانطلاق مع المورد.,Kickoff,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Hospitals > Ghadeer Community Hospital,,Organization,,Demo Vendor Zeta,146-bed community hospital serving the northern catchment. Testing signed off and a go-live window is being booked.,,Go-live readiness,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Hospitals > Kadi Maternity Hospital,مستشفى كادي للولادة,Organization,,Demo Vendor Gamma,,,Kickoff,,,planned,,planned,planned,planned,testing,planned,planned,planned,planned
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Hospitals > Kharif Community Hospital,مستشفى خريف المجتمعي,Organization,,,682-bed community hospital serving the eastern catchment. Recorded for completeness while the onboarding order is decided.,منشأة بسعة 682 سريراً تخدم النطاق الشرقي. لم يُتفق على النطاق بعد.,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Hospitals > Yaqeen Maternity Hospital,مستشفى يقين للولادة,Organization,,Demo Vendor Beta,707-bed maternity hospital serving the coastal catchment. Kickoff held with the vendor; the interface catalogue is being confirmed.,منشأة بسعة 707 سريراً تخدم النطاق الساحلي. عُقد اجتماع الانطلاق مع المورد.,Kickoff,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Hospitals > Ghaf General Hospital,,Organization,,Demo Vendor Delta,280-bed general hospital serving the western catchment. Scope not agreed yet; the first scoping session is being arranged.,,,,,planned,planned,,planned,planned,,,planned,planned,testing
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Hospitals > Bushra Specialist Hospital,,Organization,,Demo Vendor Gamma,211-bed specialist hospital serving the northern catchment. Scope not agreed yet; the first scoping session is being arranged.,,,,,planned,,,,,,,testing,,planned
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Hospitals > Anwa Maternity Hospital,,Organization,,Demo Vendor Alpha,120-bed maternity hospital serving the southern catchment. Testing is complete on the first two capabilities and continuing on the rest.,,UAT,2027-03-04,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Hospitals > Samar Community Hospital,مستشفى سمر المجتمعي,Organization,,Demo Vendor Gamma,639-bed community hospital serving the southern catchment. On the list for this year; no work has started.,منشأة بسعة 639 سريراً تخدم النطاق الجنوبي. متفق على التأهيل ولم يبدأ العمل.,Not started,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Hospitals > Talh Community Hospital,مستشفى طلح المجتمعي,Organization,,Demo Vendor Alpha,264-bed community hospital serving the coastal catchment. Scope not agreed yet; the first scoping session is being arranged.,منشأة بسعة 264 سريراً تخدم النطاق الساحلي. تم التعاقد ولم تُجدول أعمال التكامل.,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Hospitals > Wafa Maternity Hospital,مستشفى وفاء للولادة,Organization,,Demo Vendor Alpha,65-bed maternity hospital serving the southern catchment. Message mapping is in progress; the first end-to-end call has been made.,منشأة بسعة 65 سريراً تخدم النطاق الجنوبي. يجري بناء الواجهات على البيئة التجريبية.,Integrating & Testing,,,planned,,,,,,,planned,testing,testing
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Hospitals > Talaa Maternity Hospital,مستشفى طلعة للولادة,Organization,,,237-bed maternity hospital serving the inland catchment. Testing is complete on the first two capabilities and continuing on the rest.,منشأة بسعة 237 سريراً تخدم النطاق الداخلي. اختبار القبول جارٍ مع الفريق السريري.,UAT,,,testing,,,,,,,,,testing
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Hospitals > Zahwa Community Hospital,مستشفى زهوة المجتمعي,Organization,,Demo Vendor Delta,,,Integrating & Testing,,,planned,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Hospitals > Wateen Community Hospital,,Organization,,Demo Vendor Alpha,,,Paused,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Hospitals > Marj Specialist Hospital,مستشفى مرج التخصصي,Organization,,Demo Vendor Beta,,,Integrating & Testing,,,testing,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Clinics,العيادات,,,,14 clinics in account book three.,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Clinics > Zumurrud Family Clinic,عيادة زمرد للأسرة,Organization,,Demo Vendor Zeta,13-room family clinic serving the northern catchment. Message mapping is in progress; the first end-to-end call has been made.,منشأة بـ 13 غرف تخدم النطاق الشمالي. يجري بناء الواجهات على البيئة التجريبية.,Integrating & Testing,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Clinics > Qamar Clinic,,Organization,,Demo Vendor Alpha,4-room clinic serving the western catchment. Kickoff done and the technical contacts are named on both sides.,,Kickoff,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Clinics > Lulwah Clinic,عيادة لؤلوة,Organization,,Demo Vendor Alpha,,,Go-live readiness,,,testing,live,testing,testing,testing,testing,,,,live
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Clinics > Fill Clinic,,Organization,,Demo Vendor Alpha,,,Not started,,,planned,planned,,,,,planned,planned,,planned
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Clinics > Lamha Clinic,,Organization,,,13-room clinic serving the inland catchment. Onboarding agreed and nothing has begun.,,Not started,,,planned,planned,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Clinics > Wateen Clinic,,Organization,,Demo Vendor Gamma,,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Clinics > Wameed Family Clinic,عيادة وميض للأسرة,Organization,,Demo Vendor Gamma,,,Not started,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Clinics > Almas Clinic,عيادة ألماس,Organization,,Demo Vendor Delta,,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Clinics > Talh Dental Clinic,عيادة طلح للأسنان,Organization,,Demo Vendor Alpha,,,Integrating & Testing,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Clinics > Lujain Family Clinic,,Organization,,Demo Vendor Epsilon,,,Integrating & Testing,2026-12-17,,testing,planned,,,,,,,,testing
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Clinics > Naqaa Dental Clinic,عيادة نقاء للأسنان,Organization,,Demo Vendor Delta,"5-room dental clinic serving the coastal catchment. Ready to go live, waiting on the change freeze to lift.",منشأة بـ 5 غرف تخدم النطاق الساحلي. جاهز للإطلاق بانتظار رفع تجميد التغييرات.,Go-live readiness,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Clinics > Nada Clinic,عيادة ندى,Organization,,Demo Vendor Alpha,10-room clinic serving the eastern catchment. In production and reporting daily volumes.,منشأة بـ 10 غرف تخدم النطاق الشرقي. دخل الإنتاج في نافذة الإصدار الأخيرة.,Live,,,live,live,testing,,live,,,,live,live
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Clinics > Ghuroob Dental Clinic,عيادة غروب للأسنان,Organization,,Demo Vendor Beta,,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Clinics > Bushra Dental Clinic,عيادة بشرى للأسنان,Organization,,Demo Vendor Alpha,,,Integrating & Testing,2026-10-21,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Laboratories,المختبرات,,,,13 laboratories in account book three.,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Laboratories > Kafoor Diagnostic Laboratory,مختبر كافور للتشخيص,Organization,,Demo Vendor Alpha,20-bench diagnostic laboratory serving the western catchment. In integration testing with the vendor.,منشأة بـ 20 منصات فحص تخدم النطاق الغربي. اختبار القبول جارٍ مع الفريق السريري.,UAT,,,,,,,,,,testing,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Laboratories > Ghuroob Laboratory,مختبر غروب,Organization,,Demo Vendor Beta,20-bench laboratory serving the southern catchment. Testing signed off and a go-live window is being booked.,منشأة بـ 20 منصات فحص تخدم النطاق الجنوبي. جاهز للإطلاق بانتظار رفع تجميد التغييرات.,Go-live readiness,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Laboratories > Kharif Reference Laboratory,,Organization,,Demo Vendor Alpha,,,Integrating & Testing,,,,,,planned,testing,testing,testing,testing,planned,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Laboratories > Wameed Reference Laboratory,,Organization,,Demo Vendor Alpha,"18-bench reference laboratory serving the coastal catchment. Build under way, held up on the identity feed.",,Integrating & Testing,,,,testing,,testing,,,,testing,testing,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Laboratories > Nudar Reference Laboratory,مختبر نضار المرجعي,Organization,,Demo Vendor Gamma,20-bench reference laboratory serving the southern catchment. Interfaces are being built against the sandbox. Volumes are seasonal and the go-live window avoids the peak.,منشأة بـ 20 منصات فحص تخدم النطاق الجنوبي. ربط الرسائل قيد التنفيذ.,Integrating & Testing,,,,testing,planned,testing,testing,,,testing,planned,testing
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Laboratories > Sanam Reference Laboratory,مختبر سنام المرجعي,Organization,,Demo Vendor Beta,12-bench reference laboratory serving the coastal catchment. Recorded for completeness while the onboarding order is decided.,منشأة بـ 12 منصات فحص تخدم النطاق الساحلي. لم يُتفق على النطاق بعد.,,,,,,,,,,,planned,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Laboratories > Anbar Diagnostic Laboratory,مختبر عنبر للتشخيص,Organization,,Demo Vendor Gamma,,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Laboratories > Yaqoot Laboratory,,Organization,,Demo Vendor Beta,,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Laboratories > Dorra Diagnostic Laboratory,مختبر درة للتشخيص,Organization,,,,,Live,,,,,,,,,,testing,live,planned
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Laboratories > Sahl Diagnostic Laboratory,مختبر سهل للتشخيص,Organization,,Demo Vendor Beta,7-bench diagnostic laboratory serving the eastern catchment. Scope not agreed yet; the first scoping session is being arranged.,منشأة بـ 7 منصات فحص تخدم النطاق الشرقي. تم التعاقد ولم تُجدول أعمال التكامل.,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Laboratories > Rajaa Reference Laboratory,مختبر رجاء المرجعي,Organization,,Demo Vendor Alpha,,,UAT,2027-08-07,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Laboratories > Sana Reference Laboratory,,Organization,,Demo Vendor Epsilon,"28-bench reference laboratory serving the northern catchment. Contracted, with no integration work scheduled.",,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Laboratories > Marj Reference Laboratory,مختبر مرج المرجعي,Organization,,Demo Vendor Delta,19-bench reference laboratory serving the eastern catchment. Testing is complete on the first two capabilities and continuing on the rest.,منشأة بـ 19 منصات فحص تخدم النطاق الشرقي. قيد اختبار التكامل مع المورد.,UAT,,,,,,testing,,,,live,planned,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Polyclinics,المجمعات الطبية,,,,11 polyclinics in account book three.,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Polyclinics > Rawd Day Surgery Polyclinic,مجمع روض لجراحة اليوم الواحد,Organization,,Demo Vendor Alpha,,,Integrating & Testing,,,testing,planned,planned,testing,,testing,,,,planned
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Polyclinics > Kadi Specialist Polyclinic,,Organization,,Demo Vendor Beta,34-room specialist polyclinic serving the coastal catchment. Testing is complete on the first two capabilities and continuing on the rest.,,UAT,,,testing,testing,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Polyclinics > Yaqeen Day Surgery Polyclinic,,Organization,,Demo Vendor Alpha,,,Integrating & Testing,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Polyclinics > Nudar Day Surgery Polyclinic,,Organization,,Demo Vendor Alpha,,,Kickoff,,,planned,planned,,,,planned,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Polyclinics > Nasaem Specialist Polyclinic,مجمع نسائم الطبي التخصصي,Organization,,Demo Vendor Alpha,7-room specialist polyclinic serving the coastal catchment. On the list for this year; no work has started.,منشأة بـ 7 غرف تخدم النطاق الساحلي. متفق على التأهيل ولم يبدأ العمل.,Not started,,,planned,planned,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Polyclinics > Lujain Specialist Polyclinic,مجمع لجين الطبي التخصصي,Organization,,Demo Vendor Epsilon,9-room specialist polyclinic serving the northern catchment. Onboarding agreed and nothing has begun.,منشأة بـ 9 غرف تخدم النطاق الشمالي. متفق على التأهيل ولم يبدأ العمل.,Not started,,,planned,planned,,,planned,planned,planned,planned,testing,planned
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Polyclinics > Lamha Day Surgery Polyclinic,,Organization,,Demo Vendor Beta,28-room day surgery polyclinic serving the northern catchment. Scope not agreed yet; the first scoping session is being arranged.,,,,,testing,planned,,,testing,testing,planned,,,planned
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Polyclinics > Misk Polyclinic,مجمع مسك الطبي,Organization,,Demo Vendor Alpha,,,,,,planned,planned,,planned,,planned,,planned,planned,planned
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Polyclinics > Amal Specialist Polyclinic,مجمع أمل الطبي التخصصي,Organization,,Demo Vendor Delta,,,Integrating & Testing,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Polyclinics > Layali Day Surgery Polyclinic,مجمع ليالي لجراحة اليوم الواحد,Organization,,Demo Vendor Alpha,,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Polyclinics > Khuzama Specialist Polyclinic,,Organization,,Demo Vendor Alpha,"20-room specialist polyclinic serving the inland catchment. Contracted, with no integration work scheduled.",,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Imaging Centres,مراكز الأشعة,,,,11 imaging centres in account book three.,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Imaging Centres > Aseel Diagnostic Imaging Centre,مركز أصيل للتشخيص بالأشعة,Organization,,Demo Vendor Epsilon,,,,,,planned,,planned,,,planned,testing,testing,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Imaging Centres > Safaa Imaging Centre,مركز صفاء للأشعة,Organization,,Demo Vendor Alpha,9-modality imaging centre serving the coastal catchment. Kickoff done and the technical contacts are named on both sides.,منشأة بـ 9 أجهزة تصوير تخدم النطاق الساحلي. اكتمل اجتماع الانطلاق وحُددت جهات الاتصال الفنية.,Kickoff,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Imaging Centres > Basma Imaging Centre,,Organization,,Demo Vendor Alpha,,,Go-live readiness,,,,,,,,testing,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Imaging Centres > Hana Radiology Centre,مركز هناء للتصوير الطبي,Organization,,,5-modality radiology centre serving the western catchment. Interfaces are being built against the sandbox.,منشأة بـ 5 أجهزة تصوير تخدم النطاق الغربي. ربط الرسائل قيد التنفيذ.,Integrating & Testing,2027-02-22,,,planned,,,,planned,testing,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Imaging Centres > Nada Imaging Centre,مركز ندى للأشعة,Organization,,Demo Vendor Alpha,4-modality imaging centre serving the eastern catchment. Scope not agreed yet; the first scoping session is being arranged.,منشأة بـ 4 أجهزة تصوير تخدم النطاق الشرقي. تم التعاقد ولم تُجدول أعمال التكامل.,,,,,,,,,planned,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Imaging Centres > Nasim Diagnostic Imaging Centre,,Organization,,Demo Vendor Beta,,,Integrating & Testing,,,,,,,planned,planned,testing,,planned,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Imaging Centres > Fajr Diagnostic Imaging Centre,,Organization,,Demo Vendor Alpha,,,Integrating & Testing,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Imaging Centres > Buraq Imaging Centre,مركز براق للأشعة,Organization,,Demo Vendor Gamma,,,Integrating & Testing,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Imaging Centres > Talh Imaging Centre,مركز طلح للأشعة,Organization,,Demo Vendor Gamma,4-modality imaging centre serving the coastal catchment. Message mapping is in progress; the first end-to-end call has been made.,منشأة بـ 4 أجهزة تصوير تخدم النطاق الساحلي. ربط الرسائل قيد التنفيذ.,Integrating & Testing,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Imaging Centres > Jumana Imaging Centre,مركز جمانة للأشعة,Organization,,Demo Vendor Gamma,9-modality imaging centre serving the northern catchment. Kickoff held with the vendor; the interface catalogue is being confirmed.,منشأة بـ 9 أجهزة تصوير تخدم النطاق الشمالي. اكتمل اجتماع الانطلاق وحُددت جهات الاتصال الفنية.,Kickoff,,,,testing,planned,,,planned,planned,planned,testing,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Imaging Centres > Utarid Imaging Centre,,Organization,,Demo Vendor Beta,8-modality imaging centre serving the northern catchment. Scope not agreed yet; the first scoping session is being arranged.,,,,,,,,,,planned,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Pharmacies,الصيدليات,,,,11 pharmacies in account book three.,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Pharmacies > Buraq Pharmacy,,Organization,,Demo Vendor Alpha,,,Integrating & Testing,,,testing,planned,testing,testing,planned,testing,,planned,testing,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Pharmacies > Safaa Hospital Pharmacy,صيدلية صفاء للمستشفيات,Organization,,Demo Vendor Alpha,5-counter hospital pharmacy serving the western catchment. Recorded for completeness while the onboarding order is decided.,منشأة بـ 5 نوافذ صرف تخدم النطاق الغربي. تم التعاقد ولم تُجدول أعمال التكامل.,,,,,planned,,planned,testing,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Pharmacies > Amal Pharmacy,,Organization,,,,,Integrating & Testing,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Pharmacies > Wameed Hospital Pharmacy,صيدلية وميض للمستشفيات,Organization,,Demo Vendor Alpha,8-counter hospital pharmacy serving the western catchment. User acceptance testing is running with the clinical team.,منشأة بـ 8 نوافذ صرف تخدم النطاق الغربي. اختبار القبول جارٍ مع الفريق السريري.,UAT,,,,planned,,testing,planned,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Pharmacies > Khuzama Community Pharmacy,صيدلية خزامى المجتمعية,Organization,,Demo Vendor Alpha,,,Integrating & Testing,,,,,,planned,planned,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Pharmacies > Bareq Hospital Pharmacy,,Organization,,Demo Vendor Delta,,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Pharmacies > Basma Pharmacy,صيدلية بسمة,Organization,,Demo Vendor Epsilon,8-counter pharmacy serving the coastal catchment. Scope not agreed yet; the first scoping session is being arranged.,منشأة بـ 8 نوافذ صرف تخدم النطاق الساحلي. لم يُتفق على النطاق بعد.,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Pharmacies > Rawd Pharmacy,,Organization,,Demo Vendor Alpha,11-counter pharmacy serving the eastern catchment. Interfaces are being built against the sandbox.,,Integrating & Testing,,,testing,planned,,planned,testing,,,planned,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Pharmacies > Salwa Hospital Pharmacy,صيدلية سلوى للمستشفيات,Organization,,Demo Vendor Alpha,12-counter hospital pharmacy serving the southern catchment. Interfaces are being built against the sandbox.,منشأة بـ 12 نوافذ صرف تخدم النطاق الجنوبي. ربط الرسائل قيد التنفيذ.,Integrating & Testing,,,,planned,,planned,planned,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Pharmacies > Tibr Pharmacy,صيدلية تبر,Organization,,Demo Vendor Delta,10-counter pharmacy serving the northern catchment. Scope not agreed yet; the first scoping session is being arranged.,منشأة بـ 10 نوافذ صرف تخدم النطاق الشمالي. لم يُتفق على النطاق بعد.,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Alpha > Account Book Three > Pharmacies > Lamha Pharmacy,صيدلية لمحة,Organization,,Demo Vendor Beta,,,UAT,,,,,,testing,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta,الإدارة المساعدة بيتا,Programme,,,"The second directorate: two account books, opened this year, still mostly in build.",الإدارة الثانية: محفظتا حسابات، فُتحتا هذا العام ومعظم أعمالهما قيد البناء.,,2027-03-31,60,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four,محفظة الحسابات الرابعة,,,,67 organizations with no account manager assigned yet.,67 منشأة لم يُعيَّن لها مدير حساب بعد.,,2027-08-31,25,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Hospitals,المستشفيات,,,,9 hospitals in account book four.,,,,,,,,,,,,,,
